"Date" "Value"
"202" 2012-07-21 NA
"203" 2012-07-22 NA
"204" 2012-07-23 26
"205" 2012-07-24 5
"206" 2012-07-25 NA
"207" 2012-07-26 NA
"208" 2012-07-27 NA
"209" 2012-07-28 NA
"210" 2012-07-29 12
"211" 2012-07-30 NA
"212" 2012-07-31 NA
"213" 2012-08-01 32
"214" 2012-08-02 15
"215" 2012-08-03 NA
"216" 2012-08-04 4
"217" 2012-08-05 NA
"218" 2012-08-06 NA
"219" 2012-08-07 19
"220" 2012-08-08 12
"221" 2012-08-09 38
"222" 2012-08-10 NA
"223" 2012-08-11 NA
"224" 2012-08-12 NA
"225" 2012-08-13 30
"226" 2012-08-14 16
"227" 2012-08-15 20
"228" 2012-08-16 NA
"229" 2012-08-17 NA
"230" 2012-08-18 NA
"231" 2012-08-19 NA
"232" 2012-08-20 3
"233" 2012-08-21 NA
"234" 2012-08-22 NA
"235" 2012-08-23 NA
"236" 2012-08-24 4
"237" 2012-08-25 NA
"238" 2012-08-26 NA
"239" 2012-08-27 NA
"240" 2012-08-28 NA
"241" 2012-08-29 13
"242" 2012-08-30 3
"243" 2012-08-31 NA
"244" 2012-09-01 NA
"245" 2012-09-02 NA
"246" 2012-09-03 16
"247" 2012-09-04 50
"248" 2012-09-05 8
"249" 2012-09-06 NA
"250" 2012-09-07 NA
"251" 2012-09-08 10
"252" 2012-09-09 NA
"253" 2012-09-10 NA
"254" 2012-09-11 2
"255" 2012-09-12 NA
"256" 2012-09-13 20
"257" 2012-09-14 NA
"258" 2012-09-15 NA
"259" 2012-09-16 NA
"260" 2012-09-17 NA
"261" 2012-09-18 NA
"262" 2012-09-19 NA
"263" 2012-09-20 NA
"264" 2012-09-21 100
"265" 2012-09-22 NA
"266" 2012-09-23 NA
"267" 2012-09-24 20
"268" 2012-09-25 NA
"269" 2012-09-26 NA
"270" 2012-09-27 NA
"271" 2012-09-28 NA
"272" 2012-09-29 NA
"273" 2012-09-30 NA
"274" 2012-10-01 NA
"275" 2012-10-02 NA
"276" 2012-10-03 50
"277" 2012-10-04 NA
"278" 2012-10-05 NA
"279" 2012-10-06 NA
"280" 2012-10-07 NA
"281" 2012-10-08 23
"282" 2012-10-09 NA
"283" 2012-10-10 NA
"284" 2012-10-11 NA
"285" 2012-10-12 13
"286" 2012-10-13 NA
"287" 2012-10-14 NA
"288" 2012-10-15 NA
"289" 2012-10-16 33
"290" 2012-10-17 NA
"291" 2012-10-18 NA
"292" 2012-10-19 24
"293" 2012-10-20 NA
"294" 2012-10-21 5
"295" 2012-10-22 NA
"296" 2012-10-23 NA
"297" 2012-10-24 NA
"298" 2012-10-25 NA
"299" 2012-10-26 NA
"300" 2012-10-27 NA
"301" 2012-10-28 NA
"302" 2012-10-29 NA
"303" 2012-10-30 NA
"304" 2012-10-31 NA
"305" 2012-11-01 NA
"306" 2012-11-02 NA
"307" 2012-11-03 NA
"308" 2012-11-04 NA
"309" 2012-11-05 NA
"310" 2012-11-06 NA
"311" 2012-11-07 NA
"312" 2012-11-08 NA
"313" 2012-11-09 NA
"314" 2012-11-10 NA
"315" 2012-11-11 NA
"316" 2012-11-12 NA
"317" 2012-11-13 NA
"318" 2012-11-14 NA
"319" 2012-11-15 NA
"320" 2012-11-16 NA
"321" 2012-11-17 NA
"322" 2012-11-18 NA
"323" 2012-11-19 NA
"324" 2012-11-20 NA
"325" 2012-11-21 NA
"326" 2012-11-22 NA
"327" 2012-11-23 NA
"328" 2012-11-24 NA
"329" 2012-11-25 NA
"330" 2012-11-26 NA
"331" 2012-11-27 NA
"332" 2012-11-28 NA
"333" 2012-11-29 NA
"334" 2012-11-30 NA
"335" 2012-12-01 NA
"336" 2012-12-02 NA
"337" 2012-12-03 NA
"338" 2012-12-04 NA
"339" 2012-12-05 NA
"340" 2012-12-06 NA
"341" 2012-12-07 NA
"342" 2012-12-08 NA
"343" 2012-12-09 NA
"344" 2012-12-10 NA
"345" 2012-12-11 NA
"346" 2012-12-12 NA
"347" 2012-12-13 NA
"348" 2012-12-14 NA
"349" 2012-12-15 NA
"350" 2012-12-16 NA
"351" 2012-12-17 NA
"352" 2012-12-18 NA
"353" 2012-12-19 NA
"354" 2012-12-20 NA
"355" 2012-12-21 NA
"356" 2012-12-22 NA
"357" 2012-12-23 NA
"358" 2012-12-24 NA
"359" 2012-12-25 NA
"360" 2012-12-26 NA
"361" 2012-12-27 NA
"362" 2012-12-28 NA
"363" 2012-12-29 NA
"364" 2012-12-30 NA
"365" 2012-12-31 NA
"366" 2013-01-01 NA
"367" 2013-01-02 NA
"368" 2013-01-03 NA
"369" 2013-01-04 NA
"370" 2013-01-05 NA
"371" 2013-01-06 NA
"372" 2013-01-07 NA
"373" 2013-01-08 NA
"374" 2013-01-09 NA
"375" 2013-01-10 NA
"376" 2013-01-11 NA
"377" 2013-01-12 NA
"378" 2013-01-13 NA
"379" 2013-01-14 NA
"380" 2013-01-15 NA
"381" 2013-01-16 NA
"382" 2013-01-17 NA
"383" 2013-01-18 NA
"384" 2013-01-19 NA
"385" 2013-01-20 NA
"386" 2013-01-21 NA
"387" 2013-01-22 NA
"388" 2013-01-23 NA
"389" 2013-01-24 NA
"390" 2013-01-25 NA
"391" 2013-01-26 NA
"392" 2013-01-27 NA
"393" 2013-01-28 NA
"394" 2013-01-29 NA
"395" 2013-01-30 NA
"396" 2013-01-31 NA
"397" 2013-02-01 NA
"398" 2013-02-02 NA
"399" 2013-02-03 NA
"400" 2013-02-04 NA
"401" 2013-02-05 NA
"402" 2013-02-06 NA
"403" 2013-02-07 NA
"404" 2013-02-08 NA
"405" 2013-02-09 NA
"406" 2013-02-10 NA
"407" 2013-02-11 NA
"408" 2013-02-12 NA
"409" 2013-02-13 NA
"410" 2013-02-14 NA
"411" 2013-02-15 NA
"412" 2013-02-16 NA
"413" 2013-02-17 NA
"414" 2013-02-18 NA
"415" 2013-02-19 NA
"416" 2013-02-20 NA
"417" 2013-02-21 NA
"418" 2013-02-22 NA
"419" 2013-02-23 NA
"420" 2013-02-24 NA
"421" 2013-02-25 NA
"422" 2013-02-26 NA
"423" 2013-02-27 NA
"424" 2013-02-28 NA
"425" 2013-03-01 NA
"426" 2013-03-02 NA
"427" 2013-03-03 NA
"428" 2013-03-04 NA
"429" 2013-03-05 NA
"430" 2013-03-06 NA
"431" 2013-03-07 NA
"432" 2013-03-08 NA
"433" 2013-03-09 NA
"434" 2013-03-10 NA
"435" 2013-03-11 NA
"436" 2013-03-12 NA
"437" 2013-03-13 NA
"438" 2013-03-14 NA
"439" 2013-03-15 NA
"440" 2013-03-16 NA
"441" 2013-03-17 NA
"442" 2013-03-18 NA
"443" 2013-03-19 NA
"444" 2013-03-20 NA
"445" 2013-03-21 NA
"446" 2013-03-22 NA
"447" 2013-03-23 NA
"448" 2013-03-24 NA
"449" 2013-03-25 NA
"450" 2013-03-26 NA
"451" 2013-03-27 NA
"452" 2013-03-28 NA
"453" 2013-03-29 NA
"454" 2013-03-30 NA
"455" 2013-03-31 NA
"456" 2013-04-01 NA
"457" 2013-04-02 NA
"458" 2013-04-03 NA
"459" 2013-04-04 NA
"460" 2013-04-05 NA
"461" 2013-04-06 NA
"462" 2013-04-07 NA
"463" 2013-04-08 NA
"464" 2013-04-09 NA
"465" 2013-04-10 NA
"466" 2013-04-11 NA
"467" 2013-04-12 NA
"468" 2013-04-13 NA
"469" 2013-04-14 NA
"470" 2013-04-15 NA
"471" 2013-04-16 NA
"472" 2013-04-17 NA
"473" 2013-04-18 NA
"474" 2013-04-19 NA
"475" 2013-04-20 NA
"476" 2013-04-21 NA
"477" 2013-04-22 NA
"478" 2013-04-23 NA
"479" 2013-04-24 NA
"480" 2013-04-25 NA
"481" 2013-04-26 NA
"482" 2013-04-27 NA
"483" 2013-04-28 NA
"484" 2013-04-29 NA
"485" 2013-04-30 NA
"486" 2013-05-01 NA
"487" 2013-05-02 NA
"488" 2013-05-03 NA
"489" 2013-05-04 NA
"490" 2013-05-05 NA
"491" 2013-05-06 NA
"492" 2013-05-07 NA
"493" 2013-05-08 NA
"494" 2013-05-09 NA
"495" 2013-05-10 NA
"496" 2013-05-11 NA
"497" 2013-05-12 NA
"498" 2013-05-13 NA
"499" 2013-05-14 NA
"500" 2013-05-15 NA
"501" 2013-05-16 NA
"502" 2013-05-17 NA
"503" 2013-05-18 NA
"504" 2013-05-19 NA
"505" 2013-05-20 22
"506" 2013-05-21 NA
"507" 2013-05-22 22
"508" 2013-05-23 NA
"509" 2013-05-24 NA
"510" 2013-05-25 NA
"511" 2013-05-26 NA
"512" 2013-05-27 NA
"513" 2013-05-28 12
"514" 2013-05-29 NA
"515" 2013-05-30 NA
"516" 2013-05-31 NA
"517" 2013-06-01 NA
"518" 2013-06-02 NA
"519" 2013-06-03 NA
"520" 2013-06-04 15
"521" 2013-06-05 59
"522" 2013-06-06 NA
"523" 2013-06-07 55
"524" 2013-06-08 NA
"525" 2013-06-09 NA
"526" 2013-06-10 3
"527" 2013-06-11 62
"528" 2013-06-12 4
"529" 2013-06-13 NA
"530" 2013-06-14 NA
"531" 2013-06-15 NA
"532" 2013-06-16 NA
"533" 2013-06-17 NA
"534" 2013-06-18 10
"535" 2013-06-19 NA
"536" 2013-06-20 10
"537" 2013-06-21 NA
"538" 2013-06-22 NA
"539" 2013-06-23 NA
"540" 2013-06-24 NA
"541" 2013-06-25 NA
"542" 2013-06-26 NA
"543" 2013-06-27 NA
"544" 2013-06-28 NA
"545" 2013-06-29 NA
"546" 2013-06-30 NA
"547" 2013-07-01 NA
"548" 2013-07-02 NA
"549" 2013-07-03 NA
"550" 2013-07-04 NA
"551" 2013-07-05 NA
"552" 2013-07-06 NA
"553" 2013-07-07 NA
"554" 2013-07-08 NA
"555" 2013-07-09 NA
"556" 2013-07-10 NA
"557" 2013-07-11 NA
"558" 2013-07-12 NA
"559" 2013-07-13 NA
"560" 2013-07-14 NA
"561" 2013-07-15 NA
"562" 2013-07-16 NA
"563" 2013-07-17 NA
"564" 2013-07-18 NA
"565" 2013-07-19 NA
"566" 2013-07-20 NA
"567" 2013-07-21 NA
"568" 2013-07-22 NA
"569" 2013-07-23 NA
"570" 2013-07-24 NA
"571" 2013-07-25 NA
"572" 2013-07-26 NA
"573" 2013-07-27 NA
"574" 2013-07-28 NA
"575" 2013-07-29 NA
"576" 2013-07-30 NA
"577" 2013-07-31 NA
"578" 2013-08-01 NA
"579" 2013-08-02 NA
"580" 2013-08-03 NA
"581" 2013-08-04 NA
"582" 2013-08-05 NA
"583" 2013-08-06 NA
"584" 2013-08-07 NA
"585" 2013-08-08 NA
"586" 2013-08-09 NA
"587" 2013-08-10 NA
"588" 2013-08-11 NA
"589" 2013-08-12 NA
"590" 2013-08-13 NA
"591" 2013-08-14 NA
"592" 2013-08-15 NA
"593" 2013-08-16 NA
"594" 2013-08-17 NA
"595" 2013-08-18 NA
"596" 2013-08-19 NA
"597" 2013-08-20 NA
"598" 2013-08-21 NA
"599" 2013-08-22 NA
"600" 2013-08-23 NA
"601" 2013-08-24 NA
"602" 2013-08-25 NA
"603" 2013-08-26 NA
"604" 2013-08-27 NA
"605" 2013-08-28 NA
"606" 2013-08-29 NA
"607" 2013-08-30 NA
"608" 2013-08-31 NA
"609" 2013-09-01 NA
"610" 2013-09-02 NA
"611" 2013-09-03 NA
"612" 2013-09-04 NA
"613" 2013-09-05 NA
"614" 2013-09-06 NA
"615" 2013-09-07 NA
"616" 2013-09-08 NA
"617" 2013-09-09 NA
"618" 2013-09-10 NA
"619" 2013-09-11 NA
"620" 2013-09-12 NA
"621" 2013-09-13 NA
"622" 2013-09-14 NA
"623" 2013-09-15 NA
"624" 2013-09-16 NA
"625" 2013-09-17 NA
"626" 2013-09-18 NA
"627" 2013-09-19 NA
"628" 2013-09-20 NA
"629" 2013-09-21 NA
"630" 2013-09-22 NA
"631" 2013-09-23 NA
"632" 2013-09-24 NA
"633" 2013-09-25 NA
"634" 2013-09-26 NA
"635" 2013-09-27 NA
"636" 2013-09-28 NA
"637" 2013-09-29 NA
"638" 2013-09-30 NA
"639" 2013-10-01 NA
"640" 2013-10-02 NA
"641" 2013-10-03 NA
"642" 2013-10-04 NA
"643" 2013-10-05 NA
"644" 2013-10-06 NA
"645" 2013-10-07 NA
"646" 2013-10-08 NA
"647" 2013-10-09 80
"648" 2013-10-10 NA
"649" 2013-10-11 NA
"650" 2013-10-12 NA
"651" 2013-10-13 NA
"652" 2013-10-14 38
"653" 2013-10-15 NA
"654" 2013-10-16 NA
"655" 2013-10-17 12
"656" 2013-10-18 NA
"657" 2013-10-19 NA
"658" 2013-10-20 NA
"659" 2013-10-21 NA
"660" 2013-10-22 NA
"661" 2013-10-23 NA
"662" 2013-10-24 NA
"663" 2013-10-25 NA
"664" 2013-10-26 NA
"665" 2013-10-27 NA
"666" 2013-10-28 50
"667" 2013-10-29 38
"668" 2013-10-30 NA
"669" 2013-10-31 14
"670" 2013-11-01 NA
"671" 2013-11-02 NA
"672" 2013-11-03 NA
"673" 2013-11-04 42
"674" 2013-11-05 100
"675" 2013-11-06 NA
"676" 2013-11-07 NA
"677" 2013-11-08 NA
"678" 2013-11-09 NA
"679" 2013-11-10 NA
"680" 2013-11-11 NA
"681" 2013-11-12 20
"682" 2013-11-13 NA
"683" 2013-11-14 5
"684" 2013-11-15 19
"685" 2013-11-16 NA
"686" 2013-11-17 NA
"687" 2013-11-18 37
"688" 2013-11-19 NA
"689" 2013-11-20 NA
"690" 2013-11-21 NA
"691" 2013-11-22 NA
"692" 2013-11-23 30
"693" 2013-11-24 NA
"694" 2013-11-25 26
"695" 2013-11-26 3
"696" 2013-11-27 NA
"697" 2013-11-28 NA
"698" 2013-11-29 NA
"699" 2013-11-30 NA
"700" 2013-12-01 NA
"701" 2013-12-02 40
"702" 2013-12-03 24
"703" 2013-12-04 NA
"704" 2013-12-05 NA
"705" 2013-12-06 15
"706" 2013-12-07 NA
"707" 2013-12-08 NA
"708" 2013-12-09 NA
"709" 2013-12-10 50
"710" 2013-12-11 NA
"711" 2013-12-12 NA
"712" 2013-12-13 30
"713" 2013-12-14 NA
"714" 2013-12-15 40
"715" 2013-12-16 NA
"716" 2013-12-17 18
"717" 2013-12-18 NA
"718" 2013-12-19 72
"719" 2013-12-20 NA
"720" 2013-12-21 NA
"721" 2013-12-22 NA
"722" 2013-12-23 NA
"723" 2013-12-24 NA
"724" 2013-12-25 NA
"725" 2013-12-26 8
"726" 2013-12-27 NA
"727" 2013-12-28 NA
"728" 2013-12-29 NA
"729" 2013-12-30 NA
"730" 2013-12-31 10
"731" 2014-01-01 NA
"732" 2014-01-02 NA
"733" 2014-01-03 5
"734" 2014-01-04 40
"735" 2014-01-05 NA
"736" 2014-01-06 40
"737" 2014-01-07 NA
"738" 2014-01-08 NA
"739" 2014-01-09 9
"740" 2014-01-10 30
"741" 2014-01-11 NA
"742" 2014-01-12 NA
"743" 2014-01-13 NA
"744" 2014-01-14 NA
"745" 2014-01-15 NA
"746" 2014-01-16 NA
"747" 2014-01-17 NA
"748" 2014-01-18 NA
"749" 2014-01-19 NA
"750" 2014-01-20 4
"751" 2014-01-21 40
"752" 2014-01-22 15
"753" 2014-01-23 NA
"754" 2014-01-24 NA
"755" 2014-01-25 NA
"756" 2014-01-26 NA
"757" 2014-01-27 NA
"758" 2014-01-28 NA
"759" 2014-01-29 NA
"760" 2014-01-30 NA
"761" 2014-01-31 NA
"762" 2014-02-01 NA
"763" 2014-02-02 NA
"764" 2014-02-03 NA
"765" 2014-02-04 NA
"766" 2014-02-05 9
"767" 2014-02-06 NA
"768" 2014-02-07 NA
"769" 2014-02-08 NA
"770" 2014-02-09 NA
"771" 2014-02-10 NA
"772" 2014-02-11 NA
"773" 2014-02-12 NA
"774" 2014-02-13 NA
"775" 2014-02-14 NA
"776" 2014-02-15 NA
"777" 2014-02-16 NA
"778" 2014-02-17 NA
"779" 2014-02-18 NA
"780" 2014-02-19 NA
"781" 2014-02-20 10
"782" 2014-02-21 NA
"783" 2014-02-22 NA
"784" 2014-02-23 NA
"785" 2014-02-24 4
"786" 2014-02-25 NA
"787" 2014-02-26 NA
"788" 2014-02-27 NA
"789" 2014-02-28 NA
"790" 2014-03-01 NA
"791" 2014-03-02 NA
"792" 2014-03-03 23
"793" 2014-03-04 NA
"794" 2014-03-05 NA
"795" 2014-03-06 NA
"796" 2014-03-07 NA
"797" 2014-03-08 NA
"798" 2014-03-09 NA
"799" 2014-03-10 38
"800" 2014-03-11 NA
"801" 2014-03-12 NA
"802" 2014-03-13 NA
"803" 2014-03-14 NA
"804" 2014-03-15 NA
"805" 2014-03-16 NA
"806" 2014-03-17 NA
"807" 2014-03-18 NA
"808" 2014-03-19 NA
"809" 2014-03-20 NA
"810" 2014-03-21 NA
"811" 2014-03-22 NA
"812" 2014-03-23 NA
"813" 2014-03-24 19
"814" 2014-03-25 12
"815" 2014-03-26 NA
"816" 2014-03-27 NA
"817" 2014-03-28 NA
"818" 2014-03-29 NA
"819" 2014-03-30 NA
"820" 2014-03-31 NA
"821" 2014-04-01 NA
"822" 2014-04-02 NA
"823" 2014-04-03 NA
"824" 2014-04-04 NA
"825" 2014-04-05 NA
"826" 2014-04-06 NA
"827" 2014-04-07 NA
"828" 2014-04-08 NA
"829" 2014-04-09 1
"830" 2014-04-10 NA
"831" 2014-04-11 NA
"832" 2014-04-12 NA
"833" 2014-04-13 NA
"834" 2014-04-14 5
"835" 2014-04-15 NA
"836" 2014-04-16 2
"837" 2014-04-17 NA
"838" 2014-04-18 NA
"839" 2014-04-19 10
"840" 2014-04-20 NA
"841" 2014-04-21 11
"842" 2014-04-22 NA
"843" 2014-04-23 45
"844" 2014-04-24 NA
"845" 2014-04-25 NA
"846" 2014-04-26 NA
"847" 2014-04-27 NA
"848" 2014-04-28 NA
"849" 2014-04-29 NA
"850" 2014-04-30 15
"851" 2014-05-01 NA
"852" 2014-05-02 20
"853" 2014-05-03 NA
"854" 2014-05-04 NA
"855" 2014-05-05 18
"856" 2014-05-06 83
"857" 2014-05-07 NA
"858" 2014-05-08 12
"859" 2014-05-09 30
"860" 2014-05-10 NA
"861" 2014-05-11 NA
"862" 2014-05-12 40
"863" 2014-05-13 NA
"864" 2014-05-14 8
"865" 2014-05-15 NA
"866" 2014-05-16 NA
"867" 2014-05-17 NA
"868" 2014-05-18 NA
"869" 2014-05-19 85
"870" 2014-05-20 90
"871" 2014-05-21 NA
"872" 2014-05-22 34
"873" 2014-05-23 NA
"874" 2014-05-24 NA
"875" 2014-05-25 NA
"876" 2014-05-26 5
"877" 2014-05-27 20
"878" 2014-05-28 11
"879" 2014-05-29 NA
"880" 2014-05-30 NA
"881" 2014-05-31 NA
"882" 2014-06-01 NA
"883" 2014-06-02 NA
"884" 2014-06-03 NA
"885" 2014-06-04 NA
"886" 2014-06-05 NA
"887" 2014-06-06 NA
"888" 2014-06-07 NA
"889" 2014-06-08 NA
"890" 2014-06-09 18
"891" 2014-06-10 92
"892" 2014-06-11 NA
"893" 2014-06-12 NA
"894" 2014-06-13 10
"895" 2014-06-14 NA
"896" 2014-06-15 NA
"897" 2014-06-16 NA
"898" 2014-06-17 NA
"899" 2014-06-18 NA
"900" 2014-06-19 40
"901" 2014-06-20 41
"902" 2014-06-21 14
"903" 2014-06-22 NA
"904" 2014-06-23 NA
"905" 2014-06-24 5
"906" 2014-06-25 NA
"907" 2014-06-26 NA
"908" 2014-06-27 5
"909" 2014-06-28 NA
"910" 2014-06-29 NA
"911" 2014-06-30 5
"912" 2014-07-01 5
"913" 2014-07-02 NA
"914" 2014-07-03 NA
"915" 2014-07-04 40
"916" 2014-07-05 10
"917" 2014-07-06 NA
"918" 2014-07-07 100
"919" 2014-07-08 NA
"920" 2014-07-09 NA
"921" 2014-07-10 19
"922" 2014-07-11 7
"923" 2014-07-12 NA
"924" 2014-07-13 NA
"925" 2014-07-14 10
"926" 2014-07-15 NA
"927" 2014-07-16 NA
"928" 2014-07-17 NA
"929" 2014-07-18 NA
"930" 2014-07-19 NA
"931" 2014-07-20 NA
"932" 2014-07-21 21
"933" 2014-07-22 NA
"934" 2014-07-23 NA
"935" 2014-07-24 25
"936" 2014-07-25 NA
"937" 2014-07-26 NA
"938" 2014-07-27 NA
"939" 2014-07-28 NA
"940" 2014-07-29 18
"941" 2014-07-30 20
"942" 2014-07-31 11
"943" 2014-08-01 NA
"944" 2014-08-02 NA
"945" 2014-08-03 NA
"946" 2014-08-04 35
"947" 2014-08-05 NA
"948" 2014-08-06 NA
"949" 2014-08-07 24
"950" 2014-08-08 NA
"951" 2014-08-09 NA
"952" 2014-08-10 NA
"953" 2014-08-11 21
"954" 2014-08-12 NA
"955" 2014-08-13 NA
"956" 2014-08-14 NA
"957" 2014-08-15 NA
"958" 2014-08-16 16
"959" 2014-08-17 NA
"960" 2014-08-18 25
"961" 2014-08-19 NA
"962" 2014-08-20 15
"963" 2014-08-21 15
"964" 2014-08-22 80
"965" 2014-08-23 NA
"966" 2014-08-24 NA
"967" 2014-08-25 25
"968" 2014-08-26 NA
"969" 2014-08-27 NA
"970" 2014-08-28 NA
"971" 2014-08-29 3
"972" 2014-08-30 NA
"973" 2014-08-31 NA
"974" 2014-09-01 10
"975" 2014-09-02 NA
"976" 2014-09-03 NA
"977" 2014-09-04 45
"978" 2014-09-05 NA
"979" 2014-09-06 NA
"980" 2014-09-07 NA
"981" 2014-09-08 48
"982" 2014-09-09 NA
"983" 2014-09-10 22
"984" 2014-09-11 NA
"985" 2014-09-12 NA
"986" 2014-09-13 NA
"987" 2014-09-14 NA
"988" 2014-09-15 10
"989" 2014-09-16 NA
"990" 2014-09-17 NA
"991" 2014-09-18 98
"992" 2014-09-19 NA
"993" 2014-09-20 10
"994" 2014-09-21 NA
"995" 2014-09-22 NA
"996" 2014-09-23 NA
"997" 2014-09-24 NA
"998" 2014-09-25 5
"999" 2014-09-26 NA
"1000" 2014-09-27 NA
"1001" 2014-09-28 NA
"1002" 2014-09-29 2
"1003" 2014-09-30 NA
"1004" 2014-10-01 3
"1005" 2014-10-02 NA
"1006" 2014-10-03 NA
"1007" 2014-10-04 NA
"1008" 2014-10-05 NA
"1009" 2014-10-06 NA
